,Name,Rating,Review Count,Price,Street Address,Zip Code,Latitude,Longitude,Url
39,Anna Maria Pizza,4.0,360,$,179 Bedford Ave,11211,40.7179537220535,-73.9574498958145,https://www.yelp.com/biz/anna-maria-pizza-brooklyn?adjust_creative=oMZNkvugSz1zY7aTmCD3ZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oMZNkvugSz1zY7aTmCD3ZQ
40,Freddy's Pizzeria,4.0,87,$,1266 150th St,11357,40.788992,-73.814026,https://www.yelp.com/biz/freddys-pizzeria-whitestone?adjust_creative=oMZNkvugSz1zY7aTmCD3ZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oMZNkvugSz1zY7aTmCD3ZQ
41,2 Bros Pizza,4.0,405,$,31 W 46th St,10036,40.75678,-73.98022,https://www.yelp.com/biz/2-bros-pizza-new-york-6?adjust_creative=oMZNkvugSz1zY7aTmCD3ZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oMZNkvugSz1zY7aTmCD3ZQ
42,Front Street Pizza,4.0,359,$,80 Front St,11201,40.70244,-73.98943,https://www.yelp.com/biz/front-street-pizza-brooklyn?adjust_creative=oMZNkvugSz1zY7aTmCD3ZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oMZNkvugSz1zY7aTmCD3ZQ
43,Harlem Pizza Co,4.0,193,$$,135 West 116th St,10026,40.8029069,-73.9510825,https://www.yelp.com/biz/harlem-pizza-co-new-york-6?adjust_creative=oMZNkvugSz1zY7aTmCD3ZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oMZNkvugSz1zY7aTmCD3ZQ
44,Antonio's Pizzeria & Restaurant,4.0,224,$,318 Flatbush Ave,11238,40.6771574,-73.9726942,https://www.yelp.com/biz/antonios-pizzeria-and-restaurant-brooklyn-4?adjust_creative=oMZNkvugSz1zY7aTmCD3ZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oMZNkvugSz1zY7aTmCD3ZQ
45,Tommy's Pizza,4.0,123,$,4033 E Tremont Ave,10465,40.8195671,-73.8173523,https://www.yelp.com/biz/tommys-pizza-bronx?adjust_creative=oMZNkvugSz1zY7aTmCD3ZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oMZNkvugSz1zY7aTmCD3ZQ
46,Bettolona,4.0,298,$$,3143 Broadway,10027,40.8141032,-73.9597766,https://www.yelp.com/biz/bettolona-new-york?adjust_creative=oMZNkvugSz1zY7aTmCD3ZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oMZNkvugSz1zY7aTmCD3ZQ
47,Williamsburg Pizza,4.0,228,$,277 Broome St,10002,40.71822,-73.99123,https://www.yelp.com/biz/williamsburg-pizza-new-york-3?adjust_creative=oMZNkvugSz1zY7aTmCD3ZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oMZNkvugSz1zY7aTmCD3ZQ
48,Sal & Carmine's Pizza,4.0,346,$,2671 Broadway,10025,40.7983115,-73.9694405,https://www.yelp.com/biz/sal-and-carmines-pizza-new-york?adjust_creative=oMZNkvugSz1zY7aTmCD3ZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oMZNkvugSz1zY7aTmCD3ZQ
49,Koronet Pizza,4.0,102,$,4087 Broadway,10032,40.844608,-73.9393,https://www.yelp.com/biz/koronet-pizza-new-york-3?adjust_creative=oMZNkvugSz1zY7aTmCD3ZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oMZNkvugSz1zY7aTmCD3ZQ
